,id,street_name,limits,total_count,date
6975,JEWELLST022716,JEWELL ST,HORNBLEND ST - GARNET AV,5813,2016-07-14
4576,DIAMONDST022916,DIAMOND ST,JEWELL ST - LAMONT ST,3712,2016-07-14
7512,LAMONTST025016,LAMONT ST,WILBUR AV - MALDEN ST,5407,2016-07-14
6965,JEWELLST022616,JEWELL ST,GARNET AV - EMERALD ST,6793,2016-07-14
7493,LAMONTST023116,LAMONT ST,EMERALD ST - DIAMOND ST,9133,2016-07-14
6109,GRANDAV023416,GRAND AV,LEE ST - ROSE CRK BP,39765,2016-07-14
13068,VIAMALLORCAMALLORCA026016,VIA MALLORCA MALLORCA,VIA ALICANTE DR - VILLA LA JOLLA DR,4767,2016-07-20
7425,LAJOLLAVILLAGEDR025916,LA JOLLA VILLAGE DR,N TORREY PINES RD WY - LA JOLLA SCENIC WY,40660,2016-07-20
7417,LAJOLLAVILLAGEDR025816,LA JOLLA VILLAGE DR,LA JOLLA SCENIC DR - GILMAN DR,50006,2016-07-20
5265,FAIRMOUNTAV036416,FAIRMOUNT AV,REDWOOD ST - QUINCE ST,17063,2016-07-20
12443,TORREYPINESRD025716,TORREY PINES RD,ARDATH LN - GLENBROOK WY,27449,2016-07-25
10741,QUIVIRAWY024716,QUIVIRA WY,QUIVIRA BY PASS - QUIVIRA RD,1711,2016-07-26
11719,SEAWORLDWY023716,SEA WORLD WY,SEA WORLD DR - END DR,6066,2016-07-26
13288,WMISSIONBAYDR023616,W MISSION BAY DR,SEA WORLD DR - SD 008 R-E DR,35301,2016-07-26
9445,NAUTILUSST025416,NAUTILUS ST,ARANDA AV - AVENIDA MIROLA AV,10824,2016-07-26
12230,SUNSETCLIFFSBL023216,SUNSET CLIFFS BL,QUIVIRA BP - W MISSION BAY DR,33116,2016-07-26
13269,WMISSIONBAYDR024416,W MISSION BAY DR,INGRAHAM ST - SEA WORLD DR,53098,2016-07-26
3952,COASTBL026416,COAST BL,OLIVETAS AV - COAST BL S,1289,2016-07-26
6900,IVANHOEAV024816,IVANHOE AV,SILVERADO ST - WALL ST ,3552,2016-07-26
13305,WMUIRLANDSDR026316,W MUIRLANDS DR,FAY AV - NAUTILUS ST,5353,2016-07-26
5300,FANUELST024916,FANUEL ST,FOOTHILL BL - AGATE ST,3520,2016-07-26
13272,WMISSIONBAYDR024516,W MISSION BAY DR,QUIVIRA EN - INGRAHAM  ST,32852,2016-07-27
5900,GENESEEAV026116,GENESEE AV,SD 005 DR - SCIENCE CTR DR,43771,2016-07-27
2026,BALBOAAV023516,BALBOA AV,MORENA R-F AV - MORAGA AV,30586,2016-07-27
11713,SEAWORLDDR024616,SEA WORLD DR,W MISSION BAY DR - PEREZ COVE PVT WY,41109,2016-07-27
7935,MAGNOLIAAV023016,MAGNOLIA AV,FIGUEROA BL - MISSION BAY DR,2648,2016-07-27
10694,PROSPECTST025616,PROSPECT ST,JENNER ST - GIRARD AV,8464,2016-07-27
7344,LAJOLLAMESADR025216,LA JOLLA MESA DR,COTTONTAIL LN - LA JOLLA SCENIC S DR,3808,2016-07-28
3527,CASSST024316,CASS ST,DIAMOND ST - MISSOURI ST,7312,2016-07-28
7380,LAJOLLASCENICDR025316,LA JOLLA SCENIC DR,NAUTILUS ST - SOLEDAD MTN RD,17255,2016-07-28
5718,GARNETAV024216,GARNET AV,CASS ST - DAWES ST,18999,2016-07-28
7442,LAJOLLAVILLAGEPY026216,LA JOLLA VILLAGE PY,ARDATH  LN - LA JOLLA SCENIC S DR,51344,2016-07-28
8678,MISSIONBL024116,MISSION BL,HORNBLEND ST - GARNET AV,18621,2016-07-28
5476,FOOTHILLBL025116,FOOTHILL BL,LORING ST - OPAL ST,17552,2016-07-28
8724,MISSIONBL024016,MISSION BL,THOMAS AV - GRAND AV,17563,2016-07-28
10690,PROSPECTST025516,PROSPECT ST,DRAPER AV - EADS AV,3310,2016-07-28
11013,RIVIERADR023816,RIVIERA DR,FORTUNA AV - PACIFIC BEACH DR,9420,2016-07-28
9309,NMISSIONBAYDR023316,N MISSION BAY DR,DE ANZA RD - MISSION BAY DR,3903,2016-07-28
12371,THOMASAV032716,THOMAS AV,MISSION BL - THOMAS AV (ONE WAY) BL,1230,2016-08-03
1971,BALBOAAV031116,BALBOA AV,CLAIREMONT DR - MT CULEBRA AV,32317,2016-08-04
9359,NARANJAST033716,NARANJA ST,53 ST -  EUCLID AV,3047,2016-08-04
13396,WASHINGTONST033916,WASHINGTON ST,05 AV - 04 AV,32461,2016-08-04
12370,THOMASAV032616,THOMAS AV,MISSION BL - BAYARD ST,3042,2016-08-04
9407,NATIONALAV033816,NATIONAL AV,33 ST - 35 ST,11381,2016-08-04
4670,EMISSIONBAYDR033616,E MISSION BAY DR,SEA WORLD DR - FIESTA ISLAND RD,6201,2016-08-04
4846,ELCAJONBL034116,EL CAJON BL,MARCELLENA RD - 54 ST,21193,2016-08-04
7806,LONGFORDST032516,LONGFORD ST,CLAIREMONT MESA  BL - BARSTOW ST,1034,2016-08-09
2977,CAMINODELRION031316,CAMINO DEL RIO N ,MISSION CTR RD - I-8 WB ACCESS  RD,33612,2016-08-09
10792,RANCHOMISSIONRD032116,RANCHO MISSION RD,CAMINITO CASCARA RD - SAN DIEGO MISSION RD,9393,2016-08-09
7807,LONGFORDST032416,LONGFORD ST,W KESLING ST - CLAIREMONT MESA BL,900,2016-08-09
6627,I15NBRAMP2RAMP2033116,I-15 NB RAMP 2 RAMP 2,I-15 RD - FRIARS RD,11075,2016-08-09
6626,I15NBRAMP1RAMP1033016,I-15 NB RAMP 1 RAMP 1,I-15 RD - FRIARS RD,10960,2016-08-09
8673,MISSIONBL034016,MISSION BL,GRAND AV - THOMAS AV,16999,2016-08-09
5534,FRIARSRD031416,FRIARS RD,I-15 NB ACCESS RD - 250' W OF I-15 ACCESS RD,39478,2016-08-09
1924,BST032316,B ST,PARK BL - 16 ST,11537,2016-08-10
2595,BROADWAYBROADWAY031616,BROADWAY BROADWAY,13 ST - 14 ST,9303,2016-08-10
2599,BROADWAYBROADWAY031716,BROADWAY BROADWAY,14 ST - 15 ST,8934,2016-08-10
8091,MARKETST032216,MARKET ST,47 ST - UVAS ST,10998,2016-08-10
919,35ST032016,35 ST,NATIONAL AV - NEWTON AV,2080,2016-08-10
9409,NATIONALAV031916,NATIONAL AV,35 ST - 36 ST,11217,2016-08-10
528,14ST030516,14 ST,E ST - BROADWAY ST,4064,2016-08-10
527,14ST030616,14 ST,BROADWAY ST - C ST,2402,2016-08-10
6540,HOMEAV031516,HOME AV,GATEWAY DR - SPILLMAN DR,17342,2016-08-10
4403,DAWESST030716,DAWES ST,HORNBLEND ST - GARNET AV,1554,2016-08-11
4401,DAWESST030816,DAWES ST,GARNET AV - FELSPAR ST,2101,2016-08-11
6462,HILLST027716,HILL ST,TARENTO DR - MOANA DR,3625,2016-08-18
12183,SUNSETBL027616,SUNSET BL,FORT STOCKTON DR - SHERIDAN AV,1687,2016-08-18
10365,PENASQUITOSDR032916,PENASQUITOS DR,CARMEL MTN RD - VIA VENEZIA RD,15068,2016-08-19
13178,VISTASORRENTOPY028216,VISTA SORRENTO PY,SORRENTO VY BL - CALLE MAR DE MARIPOSA BL,15431,2016-08-24
11923,SORRENTOVYBL028416,SORRENTO VY BL,VISTA SORRENTO PY - LOPEZ CANYON N PARK RD,18585,2016-08-24
11919,SORRENTOVYBL028316,SORRENTO VY BL,SORRENTO VY RD - VISTA SORRENTO PY,19055,2016-08-24
2407,BLACKMTNRD028716,BLACK MTN RD,HILLERY DR - MIRA MESA BL,18592,2016-08-24
7860,LUSKBL029116,LUSK BL,BARNES CYN RD - PACIFIC CTR BL,8914,2016-08-24
6472,HILLERYDR030016,HILLERY DR,RICKERT RD - BLACK MOUNTAIN RD,10469,2016-08-24
3430,CARMELVALLEYRD028516,CARMEL VALLEY RD,OLD EL CAMINO REAL  - EL CAMINO REAL ,41882,2016-08-24
13165,VISTASORRENTOPY028116,VISTA SORRENTO PY,LUSK BL - SORRENTO VALLEY BL,15962,2016-08-24
13499,WESTONHILLDR029416,WESTONHILL DR,ARCTURUS WY - LEPUS RD,5767,2016-08-25
13520,WESTONHILLDR029516,WESTONHILL DR,HILLERY DR - STANWELL ST,4029,2016-08-25
13510,WESTONHILLDR029316,WESTONHILL DR,FROBISHER ST - BENNINGTON ST,5119,2016-08-25
2398,BLACKMTNRD029716,BLACK MTN RD,GEMINI RD - GALVIN AV,21791,2016-08-25
8581,MIRAMARRD028916,MIRAMAR RD,MIRAMAR PL - CAMINO SANTA FE PL,52411,2016-08-30
8416,MIRAMESABL029616,MIRA MESA BL,BLACK MTN RD - RICKERT RD,58935,2016-08-30
9931,PACIFICCENTERBL027816,PACIFIC CENTER BL,WIRELESS WY - PACIFIC HTS BL,7346,2016-08-30
8588,MIRAMARRD030116,MIRAMAR RD,NOBEL DR - EASTGATE ML,53223,2016-08-30
8451,MIRAMESABL028616,MIRA MESA BL,LUSK BL - PACIFIC HTS BL,49828,2016-08-30
2403,BLACKMTNRD029816,BLACK MTN RD,GOLD COAST DR - MIRAMAR COLLEGE EN,21980,2016-08-30
8551,MIRAMARRD028816,MIRAMAR RD,CABOT DR - CAMINO RUIZ DR,51280,2016-08-30
8481,MIRAMESABL029916,MIRA MESA BL,SD 015 BL - SCRIPPS RANCH BL,32749,2016-08-31
7290,LAJOLLABL027416,LA JOLLA BL,BIRD ROCK AV - CAMINO COSTA AV,16143,2016-08-31
8616,MIRAMARWY030216,MIRAMAR WY,KEARNY VILLA RD - SD 015 RD,17224,2016-08-31
9322,NTORREYPINESRD028016,N TORREY PINES RD,CALLAN RD - TORREY PINES SCIENCE PARK S RD,16144,2016-08-31
2359,BLACKMTNRD029216,BLACK MTN RD,ACTIVITY RD - KEARNY VILLA RD,16767,2016-08-31
2458,BLACKMTNRD027916,BLACK MTN RD,WESTVALE RD - MALER RD,12753,2016-08-31
8572,MIRAMARRD029016,MIRAMAR RD,KEARNY VILLA RD - KEARNY MESA RD,51460,2016-08-31
7323,LAJOLLABL027516,LA JOLLA BL,SEA RIDGE DR - COLIMA ST,16057,2016-08-31
1471,AERODR039816,AERO DR,AFTON RD - SANDROCK RD RD,25391,2016-09-06
2045,BALBOAAV037916,BALBOA AV,MT CULEBRA AV - MT EVEREST BL,35532,2016-09-06
7113,KEARNYVILLARD039016,KEARNY VILLA RD,MESA COLLEGE DR - AERO DR,17484,2016-09-06
9238,MURRAYRIDGERD039216,MURRAY RIDGE RD,LARKDALE AV - IVERSON ST,10558,2016-09-06
9234,MURRAYRIDGERD039416,MURRAY RIDGE RD,ENCINO AV - CONVERSE AV,18256,2016-09-06
9230,MURRAYRIDGERD039316,MURRAY RIDGE RD,CHANTILLY AV - HARJOAN AV,12873,2016-09-06
7067,KEARNYVILLARD040216,KEARNY VILLA RD,AERO DR - SD 163 R-A DR,22672,2016-09-06
4209,CONVOYST036116,CONVOY ST,RAYTHEON RD - CLAIREMONT MESA BL,20980,2016-09-06
7074,KEARNYVILLARD036816,KEARNY VILLA RD,BALBOA AV - CENTURY PARK CT,23667,2016-09-06
6902,JJMONTGOMERYDR039616,J J MONTGOMERY DR,AERO DR - GIBBS DR,2874,2016-09-06
3908,CLAIREMONTMESABL036216,CLAIREMONT MESA BL,SD 805 ST - SHAWLINE ST,50578,2016-09-07
2039,BALBOAAV037716,BALBOA AV,MT ALIFAN DR - MT RIAS PL,35050,2016-09-07
1476,AERODR039916,AERO DR,LINDA VISTA RD - KEARNY VILLA RD,26061,2016-09-07
1966,BALBOAAV038016,BALBOA AV,CHARGER BL - SD 805 BL,58950,2016-09-07
9197,MURPHYCYNRD034816,MURPHY CYN RD,AERO DR - DALEY SQ,12883,2016-09-07
1463,AERODR039716,AERO DR,AERO CT - AFTON RD,27797,2016-09-07
3895,CLAIREMONTMESABL036316,CLAIREMONT MESA BL,RUFFNER ST - CONVOY ST,29336,2016-09-08
11094,RONSONRD037116,RONSON RD,RUFFNER ST - CONVOY ST,4115,2016-09-08
4166,CONVOYCT037816,CONVOY CT,HICKMAN FIELD DR - SHAWLINE ST,7679,2016-09-08
4222,COPLEYPARKPL036016,COPLEY PARK PL,RUFFNER ST - CONVOY ST,11884,2016-09-08
2060,BALBOAAV038116,BALBOA AV,SD 805 ST - RUFFNER ST,50375,2016-09-08
2000,BALBOAAV037616,BALBOA AV,KEARNY VILLA RD - PONDEROSA AV,22568,2016-09-08
11254,RUFFNERST036516,RUFFNER ST,CLAIREMONT MESA BL - CONVOY CT,7976,2016-09-08
12320,TENNYSONST049616,TENNYSON ST,NIMITZ BL - WABASKA DR,1867,2016-09-13
1491,AERODR034716,AERO DR,RUFFIN RD - W CANYON AV,25555,2016-09-13
13354,WABASKADR049516,WABASKA DR,TENNYSON ST - VOLTAIRE ST,1714,2016-09-13
12570,TWAINAV037316,TWAIN AV,FAIRMOUNT AV - MISSION GORGE RD,6713,2016-09-15
1946,BACONST050016,BACON ST,NEWPORT AV - SANTA MONICA  AV,5408,2016-09-15
2973,CAMINODELRION040616,CAMINO DEL RIO N ,MISSION CITY PY - WARD  RD,8372,2016-09-15
4402,DAWESST050316,DAWES ST,GARNET AV - HORNBLEND  ST,1299,2016-09-15
1947,BACONST050116,BACON ST,NIAGARA AV - NEWPORT AV,3937,2016-09-15
4400,DAWESST050216,DAWES ST,FELSPAR ST - GARNET AV,1812,2016-09-15
8759,MISSIONCITYPY041216,MISSION CITY PY,CAMINO RIO S  - CAMINO RIO N ,7020,2016-09-15
13056,VIADELAVALLEVALLE049716,VIA DE LA VALLE VALLE,SANTA FE DOWNS SQ - VIA DEL CANON DOWNS SQ,19616,2016-09-17
13057,VIADELAVALLEVALLE049816,VIA DE LA VALLE VALLE,SANTA FE DOWNS SQ - VIA DEL CANON DOWNS SQ,16131,2016-09-18
7450,LAMEDIARD050416,LA MEDIA RD,SIEMPRE VIVA RD - AIRWAY RD,6674,2016-09-20
7033,KEARNEYVILLARD034416,KEARNEY VILLA RD,KEARNEY MESA RD - MIRAMAR  RD,22858,2016-09-20
7032,KEARNEYVILLARD034516,KEARNEY VILLA RD,CLAIREMONT MESA BL - MONEL AV,8707,2016-09-20
6066,GRAMERCYDR038216,GRAMERCY DR,PASTERNACK PL - RUFFIN RD,7673,2016-09-21
8301,MERCURYST037416,MERCURY ST,BALBOA AV - SD 163 R-C AV,19207,2016-09-21
7451,LAMEDIARD050516,LA MEDIA RD,SIEMPRE VIVA RD - AIRWAY RD,6328,2016-09-21
5570,FRIARSRD040816,FRIARS RD,RIVER RUN DR - FENTON PY,35052,2016-09-21
12100,STARLINGDR039116,STARLING DR,HEALTH CTR DR - MEADOW LARK DR,7675,2016-09-21
7040,KEARNYMESARD040316,KEARNY MESA RD,CONVOY ST - OTHELLO AV,11749,2016-09-22
4984,ENGINEERRD036916,ENGINEER RD,MERCURY ST - KEARNY MESA RD,4635,2016-09-22
9878,OTHELLOAV038616,OTHELLO AV,CONVOY ST - KEARNY MESA RD,3394,2016-09-22
4978,ENGINEERRD037516,ENGINEER RD,BRINELL ST - MERCURY ST,4299,2016-09-22
3879,CLAIREMONTMESABL035016,CLAIREMONT MESA BL,MERCURY ST - KEARNY MESA RD,31570,2016-09-22
4382,DALEYCTRDR034616,DALEY CTR DR,GRANITE RIDGE DR - AERO DR,8050,2016-09-22
11447,SANDROCKRD039516,SANDROCK RD,GREYLING DR - MURRAY RIDGE  RD,10442,2016-09-22
7452,LAMEDIARD050616,LA MEDIA RD,SIEMPRE VIVA RD - AIRWAY RD,7185,2016-09-22
11090,RONSONRD037016,RONSON RD,CONVOY ST - MERCURY ST,4510,2016-09-22
1699,ARMOURST040116,ARMOUR ST,CONVOY ST - MERCURY ST,5681,2016-09-22
8312,MERCURYST034916,MERCURY ST,RAYTHEON RD - CLAIREMONT MESA BL,6585,2016-09-22
11244,RUFFINRD035116,RUFFIN RD,SUCCESS AV - AERO DR,13349,2016-09-27
2908,CAMINODELESTE041116,CAMINO DEL ESTE ,CAMINO DEL RIO N  - CAMINO DE LA REINA ,10988,2016-09-27
3017,CAMINODELRIOS041316,CAMINO DEL RIO S ,AUTO CR - TEXAS  ST,7090,2016-09-27
10720,QUALCOMMWY041016,QUALCOMM WY,CAMINO RIO N DR - RIO SAN DIEGO DR,27686,2016-09-27
8819,MISSIONVILLAGEDR038816,MISSION VILLAGE DR,RONDA AV - SHAWN AV,12100,2016-09-28
2877,CAMINODELAREINA040916,CAMINO DE LA REINA ,AVENIDA RIO  - CAMINO SIESTA ,14465,2016-09-28
1500,AERODR035416,AERO DR,SD 015 ST - GURNARD ST,14828,2016-09-28
9212,MURRAYCYNRD040516,MURRAY CYN RD,FRAZEE RD - MISSION HTS RD,4965,2016-09-28
1481,AERODR035816,AERO DR,MURPHY CYN RD - SD 015 RD,52257,2016-09-28
9211,MURPHYCYNRD035916,MURPHY CYN RD,STONECREST BL - AERO DR,8350,2016-09-28
2347,BIRMINGHAMWY040416,BIRMINGHAM WY,CHILDRENS WY - BIRMINGHAM DR,6072,2016-09-28
11476,SANTORD036616,SANTO RD,FRIARS RD - ADAM BAKER RD,10337,2016-09-28
11480,SANTORD035516,SANTO RD,GURNARD ST - AERO DR,8659,2016-09-29
11199,ROSELLEST034316,ROSELLE ST,SORRENTO VY BL - SD 005 R-B BL,14158,2016-09-29
1772,ASHFORDST040016,ASHFORD ST,ANTIEM ST - BELDEN ST,6523,2016-09-29
4639,DUENDARD049916,DUENDA RD,CORAZON PL - LUZ PL,4754,2016-09-29
3880,CLAIREMONTMESABL035316,CLAIREMONT MESA BL,MOLLENDO BL - LA CUENTA  DR,10295,2016-09-29
11501,SANTORD035616,SANTO RD,SNOOK ST - SHIELDS ST,12033,2016-09-29
6360,HEALTHCTRDR038916,HEALTH CTR DR,FROST ST - MESA COLLEGE DR,12693,2016-09-29
13156,VISTAHILLAV038516,VISTA HILL AV,HEALTH CTR DR - MEADOW LARK DR,4112,2016-09-29
12395,TIERRASANTABL035216,TIERRASANTA BL,SD 015 RD - SANTO RD,23910,2016-09-29
10994,RIOSANDIEGODR040716,RIO SAN DIEGO DR,QUALCOMM WY - RIO BONITO WY,19567,2016-09-29
2068,BALBOAAV036716,BALBOA AV,VIEWRIDGE AV - SD 015 AV,33963,2016-09-29
8815,MISSIONVILLAGEDR038716,MISSION VILLAGE DR,FRIARS RD - RONDA AV,13960,2016-09-29
6364,HEALTHCTRDR038316,HEALTH CTR DR,GENESEE AV - VISTA HILL AV,13419,2016-09-29
3241,CARDINALDR038416,CARDINAL DR,BOBOLINK WY - CARDINAL RD,3373,2016-09-29
11192,ROSELLEST034216,ROSELLE ST,SD 005 ST - DUNHILL ST,5017,2016-09-29
1641,ANTIGUABL035716,ANTIGUA BL,RANETA LN - CLAIREMONT MESA BL,3413,2016-09-29
11219,RUFFINCT037216,RUFFIN CT,RUFFIN RD - GREENCRAIG LN,5090,2016-09-29
5171,FST041616,F ST,FRONT ST - 01 AV,2179,2016-10-04
7195,KETTNERBL041916,KETTNER BL,HARBOR DR - G ST,3661,2016-10-04
2578,BROADWAYBROADWAY043616,BROADWAY BROADWAY,05 AV - 06 AV,11064,2016-10-04
2621,BROADWAYBROADWAY044916,BROADWAY BROADWAY,30 ST - SD 094 ST,16089,2016-10-04
4682,EST041516,E ST,05 AV - 06 AV,2133,2016-10-04
4690,EST041416,E ST,11 AV - 12 AV,3547,2016-10-04
684,28ST045516,28 ST,MARKET ST - SD 094 R-A ST,8574,2016-10-04
409,07AV042916,07 AV,E ST - BROADWAY ST,5275,2016-10-04
406,07AV041816,07 AV,C ST - B ST,5830,2016-10-04
829,32ST045116,32 ST,K ST - J ST,5346,2016-10-04
8054,MARKETST043016,MARKET ST,21 ST - 22 ST,11132,2016-10-05
328,06AV043816,06 AV,BROADWAY ST - C ST,7607,2016-10-05
469,10AV044016,10 AV,F ST - E ST,11862,2016-10-05
701,28ST045316,28 ST,VALLEY PL - COMMERCIAL ST,6310,2016-10-05
2594,BROADWAYBROADWAY044516,BROADWAY BROADWAY,11 AV - 12 AV,9830,2016-10-05
675,28ST045416,28 ST,K ST - ISLAND AV,7519,2016-10-05
6663,IMPERIALAV046116,IMPERIAL AV,28 ST - 29 ST,6360,2016-10-05
2643,BROADWAYBROADWAY046816,BROADWAY BROADWAY,SD 094 ST - F ST,8260,2016-10-06
8046,MARKETST044816,MARKET ST,17 ST - 19 ST,9681,2016-10-06
7952,MAINST045816,MAIN ST,27 ST - 28 ST,7465,2016-10-06
5676,GST044716,G ST,16 ST - 17 ST,11030,2016-10-06
11262,RUSSBL042816,RUSS BL,12 AV - 16 ST,1377,2016-10-06
8063,MARKETST046716,MARKET ST,28 ST - 29 ST,9761,2016-10-06
624,25ST046316,25 ST,MARKET ST - G ST,12363,2016-10-06
6655,IMPERIALAV048916,IMPERIAL AV,21 ST - 22 ST,6651,2016-10-06
8059,MARKETST046616,MARKET ST,26 ST - 27 ST,9798,2016-10-06
3661,CESARCHAVEZPY047216,CESAR CHAVEZ PY,LOGAN AV - NATIONAL AV,14104,2016-10-06
2700,CST044316,C ST,14 ST - 15 ST,8432,2016-10-06
2590,BROADWAYBROADWAY044416,BROADWAY BROADWAY,10 AV - 11 AV,11128,2016-10-06
816,32ST045216,32 ST,G ST - F ST,6394,2016-10-06
499,11AV044216,11 AV,BROADWAY ST - C ST,16072,2016-10-06
10903,REGENTSRD047516,REGENTS RD,MIRAMAR (PVT) RD - EASTGATE ML,13127,2016-10-11
9299,NHARBORDR047816,N HARBOR DR,W G ST - BROADWAY ST,9661,2016-10-11
9954,PACIFICHY047916,PACIFIC HY,BROADWAY ST - A  ST,12104,2016-10-11
2647,BROADWAYBROADWAY048316,BROADWAY BROADWAY,UNION ST - FRONT ST,15712,2016-10-12
3657,CESARCHAVEZPY048816,CESAR CHAVEZ PY,IRVING AV - JULIAN AV,6586,2016-10-12
4307,CROWNPOINTDR058016,CROWN POINT DR,KENDALL ST - SEQUOIA  ST,5985,2016-10-13
11736,SHAWLINEST049416,SHAWLINE ST,CLAIREMONT MESA BL - CONVOY CT,10826,2016-10-16
2890,CAMINODELAREINA049116,CAMINO DE LA REINA ,HOTEL CIRCLE N - AVENIDA DEL RIO N,7925,2016-10-19
4188,CONVOYST049316,CONVOY ST,CLAIREMONT MESA BL - CONVOY CT,20305,2016-10-19
6241,HARBORDR047716,HARBOR DR,05 AV - 08 AV,20035,2016-10-20
5625,FRONTST041716,FRONT ST,ISLAND AV - MARKET  ST,4499,2016-10-20
1693,ARJONSDR047116,ARJONS DR,DOWNY DR - CABOT DR,8145,2016-10-20
874,32ST045016,32 ST,WABASH BL - MAIN ST,11759,2016-10-20
189,04AV042316,04 AV,MARKET ST - G ST,10923,2016-10-20
2894,CAMINODELAREINA049216,CAMINO DE LA REINA ,MISSION CENTER RD - CAMINO DEL ESTE RD,16938,2016-10-20
11223,RUFFINRD046916,RUFFIN RD,CHESAPEAKE DR - KEARNY VILLA RD,18048,2016-10-20
372,06AV043916,06 AV,MARKET ST - G ST,4676,2016-10-20
252,05AV042416,05 AV,G ST - F ST,8098,2016-10-20
6355,HAZARDCTRDR048716,HAZARD CTR DR,FRAZEE RD - MISSION CENTER RD,10177,2016-10-20
6288,HARBORDR047316,HARBOR DR,SAMPSON ST - SICARD ST,5896,2016-10-20
6267,HARBORDR047616,HARBOR DR,CONVENTION WY - 05 AV,20689,2016-10-20
8020,MARKETST043116,MARKET ST,05 AV - 06 AV,11957,2016-10-20
5650,GST043216,G ST,04 AV - 05 AV,13960,2016-10-20
165,04AV042016,04 AV,G ST - F ST,13209,2016-10-25
238,05AV042516,05 AV,F ST - E ST,11703,2016-10-25
706,30ST046516,30 ST,BROADWAY ST - C ST,16206,2016-10-25
160,04AV042216,04 AV,E ST - BROADWAY ST,9333,2016-10-25
480,10AV044116,10 AV,MARKET ST - G ST,9224,2016-10-25
544,16ST042716,16 ST,E ST - BROADWAY ST,10590,2016-10-25
648,28ST046416,28 ST,BROADWAY ST - C ST,9343,2016-10-25
140,04AV042116,04 AV,BROADWAY ST - C ST,7159,2016-10-25
627,26ST049016,26 ST,B ST - A ST,6288,2016-10-25
473,10AV048616,10 AV,G ST - F ST,12930,2016-10-25
226,05AV042616,05 AV,B ST - A ST,11670,2016-10-25
146,04AV043716,04 AV,C ST - B ST,8196,2016-10-25
5601,FRONTST048516,FRONT ST,A ST - ASH ST,14627,2016-10-25
611,25ST046216,25 ST,E ST - BROADWAY ST,11978,2016-10-25
5663,GST048016,G ST,10 AV - 11 AV,13174,2016-10-26
12106,STATEST048416,STATE ST,BROADWAY ST - C ST,4004,2016-10-26
7782,LOGANAV047416,LOGAN AV,CESAR CHAVEZ PY - SD 005 R-C PY,9721,2016-10-26
2638,BROADWAYBROADWAY048216,BROADWAY BROADWAY,PACIFIC HY - KETTNER BL,10002,2016-10-26
5667,GST043316,G ST,11 AV - PARK BL,11895,2016-10-27
5139,FST043416,F ST,04 AV - 05 AV,7690,2016-10-27
5149,FST048116,F ST,10 AV - 11 AV,11951,2016-10-27
2573,BROADWAYBROADWAY043516,BROADWAY BROADWAY,04 AV - 05 AV,11983,2016-10-27
4693,EST047016,E ST,14 ST - 15 ST,4378,2016-10-27
2603,BROADWAYBROADWAY044616,BROADWAY BROADWAY,16 ST - 17 ST,9215,2016-10-27
669,28ST045616,28 ST,HARRISON AV - SICARD ST,6028,2016-11-03
691,28ST045716,28 ST,NATIONAL AV - LOGAN AV,8359,2016-11-03
9678,OCEANVIEWBL046016,OCEAN VIEW BL,33 ST - SD 015 ST,18583,2016-11-03
9385,NATIONALAV045916,NATIONAL AV,28 ST - 29 ST,12495,2016-11-03
9033,MORENABL052616,MORENA BL,NAPIER ST - MILTON ST,15178,2016-11-08
13049,VIACUMBRESCUMBRES052016,VIA CUMBRES CUMBRES,FRIARS RD - CIRRUS ST,7670,2016-11-08
5519,FRIARSRD052216,FRIARS RD,AVENIDA TIENDAS ST - ULRIC ST,40610,2016-11-08
8333,MESACOLLEGEDR053116,MESA COLLEGE DR,ANNRAE ST - BERGER AV,24454,2016-11-08
9024,MORENABL052716,MORENA BL,MILTON ST - LISTER ST,15700,2016-11-08
6868,INGULFST052816,INGULF ST,CHICAGO ST - DENVER ST,4641,2016-11-08
5003,ESSEXST058216,ESSEX ST,VERMONT ST - RICHMOND ST,1537,2016-11-09
5002,ESSEXST058116,ESSEX ST,10 AV - VERMONT ST,2257,2016-11-09
5596,FRIARSRD052116,FRIARS RD,VIA CUMBRES RD - FASHION VALLEY RD,22557,2016-11-09
7732,LINDAVISTARD051816,LINDA VISTA RD,MORENA BL - NAPA ST,21944,2016-11-09
12310,TECOLOTERD051516,TECOLOTE RD,SD 005 BL - MORENA BL,22310,2016-11-09
516,11AV054916,11 AV,G ST - F ST,10098,2016-11-15
9134,MTARARATDR050716,MT ARARAT DR,MT EVEREST BL - MT ACADIA BL,1776,2016-11-15
12622,ULRICST052316,ULRIC ST,SD 163 R-J DR - LINBROOK DR,20722,2016-11-15
12264,TAITST054616,TAIT ST,BURTON ST - COOLIDGE ST,4065,2016-11-15
9154,MTEVERESTBL056916,MT EVEREST BL,MT ALIFAN DR - BALBOA AV,4297,2016-11-16
5844,GENESEEAV056016,GENESEE AV,GOVERNOR DR - GENESEE CV,28594,2016-11-16
11080,ROLFERD055616,ROLFE RD,WILLAMETTE AV - CLAIREMONT MESA BL,3003,2016-11-16
8988,MORENABL055016,MORENA BL,BAKER ST - TICONDEROGA ST,11887,2016-11-16
7659,LIMERICKAV056816,LIMERICK AV,BARSTOW ST - CONRAD AV,7520,2016-11-16
8968,MORAGAAV055216,MORAGA AV,CADDEN DR - KENOSHA AV,5602,2016-11-16
